***	PUNCT
經	ADV
燃燒	VERB
，	PUNCT
燒穿	VERB
了	PART
我	PRON
的	PART
衣裳	NOUN
，	PUNCT
流在	VERB
冰地	NOUN
上	PART
了	PART
。	PUNCT


	SPACE
“	PUNCT
唉	INTJ
，	PUNCT
朋友	NOUN
！	PUNCT
你	PRON
用	VERB
了	PART
你	PRON
的	PART
溫熱	NOUN
，	PUNCT
將	X
我	PRON
驚醒	VERB
了	PART
。	PUNCT
”	PUNCT
他	PRON
說	VERB
。	PUNCT


	SPACE
我	PRON
連忙	ADV
和	ADP
他	PRON
招呼	VERB
，	PUNCT
問	VERB
他	PRON
名	NOUN
姓	NOUN
。	PUNCT


	SPACE
“	PUNCT
我	PRON
原先	ADV
被	X
人	NOUN
遺棄	VERB
在	ADP
冰谷	NOUN
中	PART
，	PUNCT
”	PUNCT
他	PRON
答非	VERB
所	PART
問	VERB
地說	NOUN
，	PUNCT
“	PUNCT
遺棄	VERB
我	PRON
的	PART
早已	ADV
滅亡	VERB
，	PUNCT
消盡	VERB
了	PART
。	PUNCT
我	PRON
也	ADV

	SPACE
被	X
冰凍	NOUN
凍	VERB
得	PART
要死	VERB
。	PUNCT
倘使	SCONJ
你	PRON
不	ADV
給	VERB
我	PRON
溫熱	NOUN
，	PUNCT
使	VERB
我	PRON
重行	ADV
燒起	VERB
，	PUNCT
我	PRON
不久	ADV
就	ADV
須	VERB
滅亡	VERB
。	PUNCT
”	PUNCT


	SPACE
“	PUNCT
你	PRON
的	PART
醒來	NOUN
，	PUNCT
使	VERB
我	PRON
歡喜	VERB
。	PUNCT
我	PRON
正在	ADV
想	VERB
著	PART
走出	VERB
冰谷	NOUN
的	PART
方法	NOUN
；	PUNCT
我	PRON
願意	VERB
攜帶	VERB
你	PRON
去	VERB
，	PUNCT
使	VERB
你	PRON
永不	ADV
冰結	VERB

	SPACE
，	PUNCT
永	ADV
得	VERB
燃燒	VERB
。	PUNCT
”	PUNCT


	SPACE
“	PUNCT
唉	INTJ
唉	INTJ
！	PUNCT
那	ADV
麼	ADV
，	PUNCT
我	PRON
將燒	ADV
完	VERB
！	PUNCT
”	PUNCT


	SPACE
“	PUNCT
你	PRON
的	PART
燒完	NOUN
，	PUNCT
使	VERB
我	PRON
惋惜	VERB
。	PUNCT
我	PRON
便	ADV
將	X
你	PRON
留下	VERB
，	PUNCT
仍	ADV
在	VERB
這裡罷	NOUN
。	PUNCT
”	PUNCT


	SPACE
“	PUNCT
唉	INTJ
唉	INTJ
！	PUNCT
那	ADV
麼	ADV
，	PUNCT
我	PRON
將	ADV
凍滅	VERB
了	PART
！	PUNCT
”	PUNCT


	SPACE
“	PUNCT
那	ADV
麼	ADV
，	PUNCT
怎	VERB
麼辦	VERB
呢	PART
？	PUNCT
”	PUNCT


	SPACE
“	PUNCT
但	ADV
你	PRON
自己	PRON
，	PUNCT
又	ADV
怎	VERB
麼辦	VERB
呢	PART
？	PUNCT
”	PUNCT
他	PRON
反而	ADV
問	VERB
。	PUNCT


	SPACE
“	PUNCT
我	PRON
說過	VERB
了	PART
：	PUNCT
我	PRON
要	VERB
出這	VERB
冰谷	NOUN
……	PUNCT
”	PUNCT


	SPACE
“	PUNCT
那	ADV
我	PRON
就	ADV
不如	ADV
燒	VERB
完	VERB
！	PUNCT
”	PUNCT


	SPACE
他	PRON
忽而	ADV
躍起	VERB
，	PUNCT
如紅	VERB
慧星	NOUN
，	PUNCT
並	ADV
我	PRON
都	ADV
出	VERB
冰谷	NOUN
口外	NOUN
。	PUNCT
有	VERB
大	ADJ
石車	NOUN
突然	ADV
馳來	VERB
，	PUNCT
我	PRON
終於	ADV
碾	VERB
死	VERB
在	ADP
車輪	NOUN
底	PART

	SPACE
下	PART
，	PUNCT
但	ADV
我	PRON
還來	ADV
得	PART
及	VERB
看見	VERB
那	DET
車	NOUN
墜入	VERB
冰谷	NOUN
中	PART
。	PUNCT


	SPACE
“	PUNCT
哈哈	INTJ
！	PUNCT
你	PRON
們是	ADV
再	ADV
也	ADV
遇	VERB
不	ADV
著	VERB
死火	NOUN
了	PART
！	PUNCT
”	PUNCT
我	PRON
得意	VERB
地	PART
笑	VERB
著說	PART
，	PUNCT
仿佛	ADV
就	ADV
願意	VERB
這樣	PRON
似的	ADV
。	PUNCT


	SPACE
狗	NOUN
的	PART
駁詰	NOUN


	SPACE
我	PRON
夢見	VERB
自己	PRON
在	ADP
隘巷	NOUN
中	PART
行走	VERB
，	PUNCT
衣履	NOUN
破碎	VERB
，	PUNCT
象	VERB
乞食者	NOUN
。	PUNCT


	SPACE
一	NUM
條	NUM
狗	NOUN
在	ADP
背後	NOUN
叫	VERB
起來	VERB
了	PART
。	PUNCT


	SPACE
我	PRON
傲慢	VERB
地	PART
回顧	VERB
，	PUNCT
叱﹛	VERB
說	VERB
：	PUNCT


	SPACE
“	PUNCT
呔	PROPN
！	PUNCT
住口	VERB
！	PUNCT
你	PRON
這	DET
勢力	NOUN
的	PART
狗	NOUN
！	PUNCT
”	PUNCT


	SPACE
“	PUNCT
嘻嘻	VERB
！	PUNCT
”	PUNCT
他	PRON
笑	VERB
了	PART
，	PUNCT
還接	ADV
著說	VERB
，	PUNCT
“	PUNCT
不	ADV
敢	VERB
，	PUNCT
愧不如人	VERB
呢	PART
。	PUNCT
”	PUNCT


	SPACE
“	PUNCT
什麼	PRON
！	PUNCT
？	PUNCT
”	PUNCT
我	PRON
氣憤	VERB
了	PART
，	PUNCT
覺	VERB
得	VERB
這	PRON
是	VERB
一	NUM
個	NUM
極端	ADJ
的	PART
侮辱	NOUN
。	PUNCT


	SPACE
“	PUNCT
我	PRON
慚愧	VERB
：	PUNCT
我	PRON
終於	ADV
還	ADV
不	ADV
知道	VERB
分別銅	NOUN
和	CCONJ
銀	NOUN
；	PUNCT
還	ADV
不	ADV
知道	VERB
分別布	NOUN
和	CCONJ
綢	NOUN
；	PUNCT
還	ADV
不	ADV
知道	VERB
分別官	NOUN
和民	NOUN
；	PUNCT

	SPACE
還	ADV
不	ADV
知道	VERB
分別主	NOUN
和	CCONJ
奴	NOUN
；	PUNCT
還	ADV
不	ADV
知道	VERB
……	PUNCT
”	PUNCT


	SPACE
我	PRON
逃走	VERB
了	PART
。	PUNCT


	SPACE
“	PUNCT
且慢	VERB
！	PUNCT
我	PRON
們	PRON
再	ADV
談談	VERB
……	PUNCT
”	PUNCT
他	PRON
在	ADP
後面	NOUN
大聲	ADV
輓留	VERB
。	PUNCT


	SPACE
我	PRON
一	ADV
徑	ADV
逃走	VERB
，	PUNCT
盡力	ADV
地	PART
走	VERB
，	PUNCT
直到	ADV
逃出	VERB
夢境	NOUN
，	PUNCT
躺	VERB
在	ADP
自己	PRON
的	PART
床上	NOUN
。	PUNCT


	SPACE
失掉	VERB
的	PART
好	ADJ
地	NOUN
獄	NOUN


	SPACE
我	PRON
夢見	VERB
自己	PRON
躺	VERB
在	ADP
床	NOUN
上	PART
，	PUNCT
在	VERB
荒寒	VERB
的	PART
野外	NOUN
，	PUNCT
地獄	NOUN
的	PART
旁邊	NOUN
。	PUNCT
一切	DET
鬼魂們	NOUN
的	PART
叫	NOUN
喚無	VERB
不	ADV
低微	VERB
，	PUNCT
然	ADV
有	VERB

	SPACE
秩序	NOUN
，	PUNCT
與	ADP
火焰	NOUN
的	PART
怒吼	NOUN
，	PUNCT
油	NOUN
的	PART
沸騰	NOUN
，	PUNCT
鋼叉	NOUN
的	PART
震顫	NOUN
相和鳴	VERB
，	PUNCT
造成	VERB
醉心	VERB
的	PART
大樂	NOUN
，	PUNCT
佈告	VERB
三界	NOUN
：	PUNCT
天	NOUN

	SPACE
下	VERB
太平	NOUN
。	PUNCT


	SPACE
有	VERB
一	NUM
個	NUM
偉	ADJ
大	ADJ
的	PART
男子	NOUN
站在	VERB
我	PRON
面前	NOUN
，	PUNCT
美麗	VERB
，	PUNCT
慈悲	VERB
，	PUNCT
遍身	ADV
有	VERB
大光輝	NOUN
，	PUNCT
然而	ADV
我	PRON
知道	VERB
他	PRON
是	VERB
魔鬼	NOUN
。	PUNCT


	SPACE
“	PUNCT
一切	PRON
都	ADV
已	ADV
完結	VERB
，	PUNCT
一切	PRON
都	ADV
已	ADV
完結	VERB
！	PUNCT
可憐	VERB
的	PART
魔鬼	NOUN
們	NOUN
將	X
那	DET
好的	ADJ
地獄	NOUN
失掉	VERB
了	PART
！	PUNCT
”	PUNCT
他	PRON
悲憤	VERB
地說	VERB
，	PUNCT

	SPACE
於是	ADV
坐下	VERB
，	PUNCT
講給	VERB
我	PRON
一	NUM
個	NUM
他	PRON
所	PART
知道	VERB
的	PART
故事	NOUN
——	PUNCT


	SPACE
“	PUNCT
天地	NOUN
作蜂	VERB
蜜色	NOUN
的	PART
時候	NOUN
，	PUNCT
就是	ADV
魔鬼	NOUN
戰勝	NOUN
天神	NOUN
，	PUNCT
掌握	VERB
了	PART
主宰	VERB
一切	PRON
的	PART
大	ADJ
權威	NOUN
的	PART
時候	NOUN
。	PUNCT
他	PRON
收得	VERB

	SPACE
天國	NOUN
，	PUNCT
收得	VERB
人間	NOUN
，	PUNCT
也	ADV
收得	VERB
地獄	NOUN
。	PUNCT
他	PRON
於是	ADV
親臨	VERB
地獄	VERB
，	PUNCT
坐	VERB
在	ADP
中央	NOUN
，	PUNCT
遍身	ADV
發	VERB
大光輝	NOUN
，	PUNCT
照見	VERB
一切	DET

	SPACE
鬼眾	NOUN
。	PUNCT


	SPACE
“	PUNCT
地	NOUN
獄原	NOUN
已	ADV
廢棄	VERB
得	PART
很	ADV
久	ADV
了	PART
：	PUNCT
劍樹	NOUN
消卻	VERB
光芒	NOUN
；	PUNCT
沸油	NOUN
的	PART
邊緣	NOUN
早	ADV
不	ADV
騰涌	VERB
；	PUNCT
大火	NOUN
聚有	VERB
時	PART
不	ADV
過	ADV
冒些	VERB

	SPACE
青煙	NOUN
；	PUNCT
遠處還	NOUN
萌生曼	VERB
陀羅	NOUN
花	NOUN
，	PUNCT
花	NOUN
極	ADV
細小	VERB
，	PUNCT
慘白	VERB
而	CCONJ
可憐	VERB
——	PUNCT
那	PRON
是	VERB
不足為奇	VERB
的	PART
，	PUNCT
因為	ADP
地上	NOUN
曾	ADV

	SPACE
經大	ADV
被	X
焚燒	VERB
，	PUNCT
自然	ADV
失	VERB
了	PART
他	PRON
的	PART
肥沃	NOUN
。	PUNCT


	SPACE
“	PUNCT
鬼魂們	NOUN
在	ADP
冷油溫	NOUN
火媬	NOUN
籊荂	PUNCT
A從	PUNCT
魔鬼	NOUN
的	PART
光輝	NOUN
中	PART
看見	VERB
地	NOUN
獄	NOUN
小花	NOUN
，	PUNCT
慘白可憐	VERB
，	PUNCT
被	X
大	ADJ
蠱惑	NOUN
，	PUNCT
倏	ADV

	SPACE
忽間	ADV
記起	VERB
人世	NOUN
，	PUNCT
默想	VERB
至	VERB
不知	ADV
幾多	NUM
年	NUM
，	PUNCT
遂同	ADV
時向	VERB
著人	NOUN
間	PART
，	PUNCT
發	VERB
一	NUM
聲	NUM
反獄	ADJ
的	PART
絕叫	NOUN
。	PUNCT


	SPACE
“	PUNCT
人	NOUN
類便	NOUN
應聲而起	VERB
，	PUNCT
仗義	VERB
直言	VERB
，	PUNCT
與	ADP
魔鬼	NOUN
戰鬥	VERB
。	PUNCT
戰聲	NOUN
遍滿	VERB
三界	NOUN
，	PUNCT
遠過	VERB
雷霆	NOUN
。	PUNCT
終於	ADV
運大	VERB
謀略	NOUN

	SPACE
，	PUNCT
布大	VERB
羅網	NOUN
，	PUNCT
使	VERB
魔鬼	NOUN
並且	ADV
不得不	ADV
從地	NOUN
獄出	NOUN
走	VERB
。	PUNCT
最後	ADJ
的	PART
勝利	NOUN
，	PUNCT
是	VERB
地	NOUN
獄門	NOUN
上	PART
也	ADV
豎	VERB
了	PART
人類	NOUN
的	PART
旌	NOUN

	SPACE
旗	NOUN
！	PUNCT


	SPACE
“	PUNCT
當	ADP
魔鬼	NOUN
們	NOUN
一	ADV
齊	ADV
歡	VERB
呼時	VERB
，	PUNCT
人類	NOUN
的	PART
整飭	PUNCT
地	NOUN
獄使者	NOUN
已	ADV
臨	VERB
地獄	NOUN
，	PUNCT
做	VERB
在	ADP
中央	NOUN
，	PUNCT
用	ADP
人類	NOUN
的	PART
威嚴	NOUN
，	PUNCT
叱	VERB

	SPACE
﹛	PUNCT
一切	DET
鬼眾	NOUN
。	PUNCT


	SPACE
“	PUNCT
當鬼	ADV
魂們	NOUN
又	ADV
發出	VERB
一	NUM
聲	NUM
反獄	ADJ
的	PART
絕叫時	NOUN
，	PUNCT
即	ADV
已	ADV
成為	VERB
人類	NOUN
的	PART
叛徒	NOUN
，	PUNCT
得到	VERB
永久	ADV
沉淪	VERB
的	PART
罰	NOUN
，	PUNCT
遷入	VERB

	SPACE
劍樹林	PROPN
的	PART
中央	NOUN
。	PUNCT


	SPACE
“	PUNCT
人	NOUN
類於	NOUN
是	VERB
完全	ADV
掌握	VERB
了	PART
地獄	NOUN
的	PART
大	ADJ
威權	NOUN
，	PUNCT
那	DET
威	NOUN
棱且	NOUN
在	VERB
魔鬼	NOUN
以上	PART
。	PUNCT
人	NOUN
類於	NOUN
是	VERB
整頓	VERB
廢弛	VERB
，	PUNCT
先	ADV
給	VERB

	SPACE
牛首阿旁	NOUN
以	ADP
最	ADV
高	VERB
的	PART
俸草	NOUN
；	PUNCT
而且	ADV
，	PUNCT
添薪	VERB
加火	VERB
，	PUNCT
磨礪	VERB
刀山	NOUN
，	PUNCT
使	VERB
地	NOUN
獄	NOUN
全	DET
體	NOUN
改觀	VERB
，	PUNCT
一	ADV
洗	VERB
先前	ADV
頹廢	VERB

	SPACE
的	PART
氣象	NOUN
。	PUNCT


	SPACE
“	PUNCT
曼陀	PROPN
羅花	PROPN
立即	ADV
焦枯	VERB
了	PART
。	PUNCT
油	NOUN
一	NUM
樣沸	NUM
；	PUNCT
刀	NOUN
一	NUM
樣	NUM
﹛舌	NOUN
；	PUNCT
火	NOUN
一	ADV
樣	ADV
熱	VERB
；	PUNCT
鬼眾	NOUN
一	NUM
樣	NUM
呻吟	NOUN
，	PUNCT
一	NUM
樣	NUM
宛轉	VERB

	SPACE
，	PUNCT
至於	ADV
都	ADV
不	ADV
暇記	VERB
起	VERB
失掉	VERB
的	PART
好	ADJ
地獄	NOUN
。	PUNCT


	SPACE
“	PUNCT
這	PRON
是	VERB
人類	NOUN
的	PART
成功	NOUN
，	PUNCT
是	VERB
鬼魂	NOUN
的	PART
不幸	NOUN
……	PUNCT
。	PUNCT


	SPACE
“	PUNCT
朋友	NOUN
，	PUNCT
你	PRON
在	ADV
猜疑	VERB
我	PRON
了	PART
。	PUNCT
是的	ADV
，	PUNCT
你	PRON
是	VERB
人	NOUN
！	PUNCT
我	PRON
且	ADV
去	VERB
尋野獸	VERB
和	CCONJ
惡鬼	NOUN
……	PUNCT
”	PUNCT


	SPACE
墓	NOUN
碣文	NOUN


	SPACE
我	PRON
夢見	VERB
自己	PRON
正	ADV
和	ADP
墓碣	NOUN
對立	VERB
，	PUNCT
讀	VERB
上面	NOUN
的	PART
刻辭	NOUN
。	PUNCT
那	DET
墓	NOUN
碣似	NOUN
是	VERB
沙石所制	VERB
，	PUNCT
剝落	VERB
很多	NUM
，	PUNCT
又	ADV
有	VERB
苔蘚	NOUN

	SPACE
叢生	VERB
，	PUNCT
僅存	VERB
有限	ADJ
的	PART
文句	NOUN
──	PUNCT
……	PUNCT
於浩	ADV
歌狂	NOUN
熱	VERB
之	PART
際	NOUN
中	PART
寒﹔	VERB
於天	ADV
上	PART
看見	VERB
深淵	VERB
。	PUNCT
於	ADP
一切	DET
眼中	NOUN
看	VERB

	SPACE
見無	VERB
所有	VERB
﹔於	ADP
無	VERB
所	PART
希望	NOUN
中	PART
得救	VERB
。	PUNCT
…………	PUNCT
有	VERB
一	NUM
游魂	NOUN
，	PUNCT
化為	VERB
長	ADJ
蛇	NOUN
，	PUNCT
口有	VERB
毒牙	NOUN
。	PUNCT
不	ADV
以	ADP
嚙人	NOUN
，	PUNCT

	SPACE
自嚙其身	VERB
，	PUNCT
終	ADV
以	PART
殞顛	VERB
。	PUNCT
…………	PUNCT
離開	VERB
！	PUNCT
……	PUNCT


	SPACE
我	PRON
繞到	VERB
碣後	NOUN
，	PUNCT
才	ADV
見	VERB
孤墳	NOUN
，	PUNCT
上無	VERB
草木	NOUN
，	PUNCT
且	ADV
已	ADV
頹壞	VERB
。	PUNCT
即從	ADV
大	ADJ
闕口	NOUN
中	PART
，	PUNCT
窺見	VERB
死屍	NOUN
，	PUNCT
胸腹俱破	VERB
，	PUNCT

	SPACE
中無	VERB
心肝	NOUN
。	PUNCT
而	ADV
臉上	NOUN
卻絕	ADV
不	ADV
顯	VERB
哀樂	NOUN
之	PART
狀	NOUN
，	PUNCT
但	ADV
矇矇	NOUN
如	ADP
煙然	NOUN
。	PUNCT


	SPACE
我	PRON
在	ADP
疑懼	NOUN
中	PART
不及	ADV
回身	VERB
，	PUNCT
然而	ADV
已	ADV
看見	VERB
墓碣	NOUN
陰面	NOUN
的	PART
殘存	VERB
的	PART
文句	NOUN
──	PUNCT


	SPACE
……	PUNCT
抉心	VERB
自食	VERB
，	PUNCT
欲知	VERB
本味	NOUN
。	PUNCT
創痛	NOUN
酷烈	VERB
，	PUNCT
本味	NOUN
何	PRON
能	VERB
知	VERB
？	PUNCT
……	PUNCT


	SPACE
……	PUNCT
痛定	NOUN
之後	NOUN
，	PUNCT
徐徐食之	VERB
。	PUNCT
然其心	ADV
已	ADV
陳舊	VERB
，	PUNCT
本味	NOUN
又	ADV
何	PRON
由	ADP
知	VERB
？	PUNCT
……	PUNCT


	SPACE
……	PUNCT
答	VERB
我	PRON
。	PUNCT
否則	VERB
，	PUNCT
離開	VERB
！	PUNCT
……	PUNCT
我	PRON
就要	ADV
離開	VERB
。	PUNCT
而	ADV
死屍	NOUN
已	ADV
在	ADP
墳中	NOUN
坐起	VERB
，	PUNCT
口脣不動	VERB
，	PUNCT
然而	ADV
說─	VERB

	SPACE
─	PUNCT


	SPACE
待	ADP
我	PRON
成	VERB
塵時	NOUN
，	PUNCT
你	PRON
將見	VERB
我	PRON
的	PART
微笑	NOUN
！	PUNCT
”	PUNCT


	SPACE
我	PRON
疾走	VERB
，	PUNCT
不	ADV
敢	VERB
反顧	VERB
，	PUNCT
生怕	ADV
看見	VERB
他	PRON
的	PART
追隨	NOUN
。	PUNCT


	SPACE
頹	VERB
敗線	VERB
的	PART
顫動	NOUN


	SPACE
我	PRON
夢見	VERB
自己	PRON
在	ADV
做夢	VERB
。	PUNCT
自身	PRON
不知	VERB
所在	VERB
，	PUNCT
眼前	NOUN
卻	ADV
有	VERB
一	NUM
間	NUM
在	ADP
深夜	NOUN
中	PART
禁閉	VERB
的	PART
小屋	NOUN
的	PART
內部	NOUN
，	PUNCT
但	ADV
也	ADV
看	VERB

	SPACE
見屋	VERB
上	PART
瓦鬆	VERB
的	PART
茂密	ADJ
的	PART
森林	NOUN
。	PUNCT


	SPACE
板桌	NOUN
上	PART
的	PART
燈罩	NOUN
是	VERB
新拭	VERB
的	PART
，	PUNCT
照	VERB
得	PART
屋子	NOUN
堣壎	PUNCT
~明亮	VERB
。	PUNCT
在	ADP
光明	NOUN
中	PART
，	PUNCT
在	ADP
破榻	NOUN
上	PART
，	PUNCT
在	ADP
初	ADV
不	ADV
相識	VERB
的	PART
披	VERB

	SPACE
毛	NOUN
的	PART
強悍	ADJ
的	PART
肉塊	NOUN
底下	NOUN
，	PUNCT
有	VERB
瘦弱	VERB
渺小	VERB
的	PART
身軀	NOUN
，	PUNCT
為饑	ADP
餓	VERB
，	PUNCT
苦痛	NOUN
，	PUNCT
驚異	VERB
，	PUNCT
羞辱	VERB
，	PUNCT
歡欣	VERB
而	PART
顫動	VERB
。	PUNCT

	SPACE
弛緩	VERB
，	PUNCT
然而	ADV
尚且	ADV
豐腴	VERB
的	PART
皮膚	NOUN
光潤	NOUN
了	PART
；	PUNCT
青白	VERB
的	PART
兩頰	NOUN
泛出	VERB
輕紅	NOUN
，	PUNCT
如鉛	NOUN
上	PART
塗	VERB
了	PART
胭脂水	NOUN
。	PUNCT


	SPACE
燈火	NOUN
也	ADV
因	ADP
驚懼	NOUN
而	PART
縮	VERB
小	VERB
了	PART
，	PUNCT
東方	NOUN
已	ADV
經	ADV
發白	VERB
。	PUNCT


	SPACE
然而	ADV
空中	NOUN
還彌	ADV
漫地	ADV
搖動	VERB
著饑	PART
餓	VERB
，	PUNCT
苦痛	NOUN
，	PUNCT
驚異	NOUN
，	PUNCT
羞辱	VERB
，	PUNCT
歡欣	ADJ
的	PART
波濤	NOUN
……	PUNCT


	SPACE
“	PUNCT
媽	NOUN
！	PUNCT
”	PUNCT
約略	ADV
兩歲	NUM
的	PART
女孩	NOUN
被	X
門	NOUN
的	PART
開合聲	NOUN
驚醒	VERB
，	PUNCT
在	ADP
草席	NOUN
圍著	VERB
的	PART
屋角	NOUN
的	PART
地上	NOUN
叫	VERB
起來	VERB
了	PART
。	PUNCT


	SPACE
“	PUNCT
還早哩	VERB
，	PUNCT
再	ADV
睡	VERB
一	NUM
會	NUM
罷	PART
！	PUNCT
”	PUNCT
她	PRON
驚惶	VERB
地說	VERB
。	PUNCT


	SPACE
“	PUNCT
媽	NOUN
！	PUNCT
我	PRON
餓	VERB
，	PUNCT
肚子	NOUN
痛	VERB
。	PUNCT
我	PRON
們	PRON
今天	NOUN
能	VERB
有	VERB
什麼	PRON
吃	VERB
的	PART
？	PUNCT
”	PUNCT


	SPACE
“	PUNCT
我	PRON
們	PRON
今天	NOUN
有	VERB
吃	VERB
的	PART
了	PART
。	PUNCT
等	VERB
一	ADV
會	VERB
有	VERB
賣	VERB
燒餅	NOUN
的	PART
來	VERB
，	PUNCT
媽	NOUN
就	ADV
買給	VERB
你	PRON
。	PUNCT
”	PUNCT
她	PRON
欣慰	VERB
地	PART
更加	ADV
緊捏	VERB
著掌	NOUN
中	PART

	SPACE
的	PART
小	ADJ
銀片	NOUN
，	PUNCT
低微	VERB
的	PART
聲音	NOUN
悲涼	VERB
地	PART
發抖	VERB
，	PUNCT
走近	VERB
屋角	NOUN
去	VERB
一	ADV
看	VERB
她	PRON
的	PART
女兒	NOUN
，	PUNCT
移開	VERB
草席	NOUN
，	PUNCT
抱起	VERB
來放	VERB
在	ADP

	SPACE
破榻	NOUN
上	PART
。	PUNCT


	SPACE
“	PUNCT
還早哩	ADV
，	PUNCT
再	ADV
睡	VERB
一	ADV
會	ADV
罷	PART
。	PUNCT
”	PUNCT
她	PRON
說著	VERB
，	PUNCT
同時	ADV
抬起	VERB
眼睛	NOUN
，	PUNCT
無可告訴	VERB
地	PART
一	ADV
看	VERB
破舊	VERB
屋頂	NOUN
以上	PART
的	PART
天	NOUN

	SPACE
空	NOUN
。	PUNCT


	SPACE
空中	NOUN
突然	ADV
另	ADV
起	VERB
了	PART
一	NUM
個	NUM
很	ADV
大	VERB
的	PART
波濤	NOUN
，	PUNCT
和	ADP
先前	NOUN
的	PART
相撞	NOUN
擊	VERB
，	PUNCT
迴旋	VERB
而	PART
成	VERB
旋渦	NOUN
，	PUNCT
將	X
一切	PRON
並	ADV
我	PRON
盡行	ADV
淹	VERB

	SPACE
沒	VERB
，	PUNCT
口鼻	NOUN
都	ADV
不	ADV
能	VERB
呼吸	VERB
。	PUNCT


	SPACE
我	PRON
呻吟	VERB
著醒	VERB
來	VERB
，	PUNCT
窗外	NOUN
滿	ADV
是	VERB
如銀	ADJ
的	PART
月色	NOUN
，	PUNCT
離天	VERB
明還	NOUN
很	ADV
遼遠	VERB
似的	ADV
。	PUNCT


	SPACE
我	PRON
自身	PRON
不知	VERB
所在	VERB
，	PUNCT
眼前	NOUN
卻	ADV
有	VERB
一	NUM
間	NUM
在	ADP
深夜	NOUN
中	PART
禁閉	VERB
的	PART
小屋	NOUN
的	PART
內部	NOUN
，	PUNCT
我	PRON
自己	PRON
知道	VERB
是	VERB
在	ADV
續著	VERB
殘夢	NOUN

	SPACE
。	PUNCT
可是	ADV
夢	NOUN
的	PART
年代	NOUN
隔	VERB
了	PART
許多	NUM
年	NUM
了	PART
。	PUNCT
屋	NOUN
的	PART
內外	NOUN
已	ADV
經	ADV
是	VERB
這樣	ADV
整齊	VERB
；	PUNCT
堶惇O	PUNCT
青年	NOUN
的	PART
夫妻	NOUN
，	PUNCT
一	NUM
群	NUM
小	ADJ

	SPACE
孩子	NOUN
，	PUNCT
都	ADV
怨恨	VERB
鄙夷	VERB
地	PART
對著	VERB
一	NUM
個	NUM
垂老	VERB
的	PART
女人	NOUN
。	PUNCT


	SPACE
“	PUNCT
我	PRON
們沒	ADV
有	VERB
臉見人	NOUN
，	PUNCT
就	ADV
衹	ADV
因為	ADP
你	PRON
，	PUNCT
”	PUNCT
男人	NOUN
氣忿	VERB
地說	VERB
。	PUNCT
“	PUNCT
你	PRON
還	ADV
以	VERB
為養	ADV
大	VERB
了	PART
她	PRON
，	PUNCT
其實	ADV
正是	ADV
害	VERB

	SPACE
苦	VERB
了	PART
她	PRON
，	PUNCT
倒	ADV
不如	ADV
小	ADJ
時候	NOUN
餓死	VERB
的	PART
好	VERB
！	PUNCT
”	PUNCT


	SPACE
“	PUNCT
使	VERB
我	PRON
委屈一世	VERB
的	PART
就是	VERB
你	PRON
！	PUNCT
”	PUNCT
女的	NOUN
說	VERB
。	PUNCT


	SPACE
“	PUNCT
還	ADV
要	VERB
帶累	VERB
了	PART
我	PRON
！	PUNCT
”	PUNCT
男	NOUN
的	PART
說	VERB
。	PUNCT


	SPACE
“	PUNCT
還	ADV
要	VERB
帶累	VERB
他	PRON
們哩	PRON
！	PUNCT
”	PUNCT
女的	NOUN
說	VERB
，	PUNCT
指著	VERB
孩子	NOUN
們	PRON
。	PUNCT


	SPACE
最	ADV
小	VERB
的	PART
一	NUM
個	NUM
正	ADV
玩著	VERB
一	NUM
片	NUM
幹	VERB
蘆葉	NOUN
，	PUNCT
這時	PRON
便	ADV
向	ADP
空中	NOUN
一揮	VERB
，	PUNCT
仿佛	VERB
一	NUM
柄	NUM
鋼刀	NOUN
，	PUNCT
大聲	ADV
說道	VERB
：	PUNCT
“	PUNCT
殺	VERB
！	PUNCT

	SPACE
”	PUNCT


	SPACE
那	DET
垂老	VERB
的	PART
女人	NOUN
口角	NOUN
正在	ADV
痙攣	VERB
，	PUNCT
登時	VERB
一	ADV
怔	VERB
，	PUNCT
接著	ADV
便	ADV
都	ADV
平靜	VERB
，	PUNCT
不	ADV
多	NUM
時候	NOUN
，	PUNCT
她	PRON
冷	VERB
靜地	VERB
，	PUNCT
骨立	NOUN
的	PART

	SPACE
石像	NOUN
似的站	ADV
起來	VERB
了	PART
。	PUNCT
她	PRON
開開	VERB
板門	NOUN
，	PUNCT
邁步	ADV
在	ADP
深夜	NOUN
中	PART
走出	VERB
，	PUNCT
遺棄	VERB
了	PART
背	NOUN
後	PART
一切	DET
的	PART
冷罵	NOUN
和	CCONJ
毒笑	NOUN
。	PUNCT


	SPACE
她	PRON
在	ADP
深夜	NOUN
中	PART
盡走	VERB
，	PUNCT
一直	ADV
走到	VERB
無邊	VERB
的	PART
荒野	NOUN
；	PUNCT
四面	NOUN
都	ADV
是	VERB
荒野	NOUN
，	PUNCT
頭上	NOUN
衹	ADV
有	VERB
高天	NOUN
，	PUNCT
並無	VERB
一	NUM
