***	PUNCT
﹐口訥	PUNCT
的	PART
他	PRON
便	ADV
罵﹐	VERB
氣力	NOUN
小	VERB
的	PART
他	PRON
便	ADV
打﹔	VERB
然而	ADV
不知	VERB
怎麼	PRON
一	NUM
回	NUM
事﹐	NOUN
總還	ADV
是	VERB
阿Ｑ吃虧	PROPN
的	PART
時候	NOUN
多	VERB
。	PUNCT
於是	ADV
他	PRON
漸漸	ADV
的	PART
變換	VERB
了	PART
方針﹐	NOUN
大抵	ADV
改為	VERB
怒目	VERB
而	PART
視	VERB
了	PART
。	PUNCT


　　	SPACE
誰	PRON
知道	VERB
阿Ｑ	PROPN
採用	VERB
怒目	NOUN
主義	NOUN
之後	PART
﹐	PUNCT
未	ADV
莊	NOUN
的	PART
閒人	NOUN
們便	ADV
愈	ADV
喜歡	VERB
玩笑	VERB
他	PRON
。	PUNCT
一	ADV
見	VERB
面﹐	PUNCT
他	PRON
們便	ADV
假作	VERB
吃驚	VERB
的	PART
說﹕	VERB
“	PUNCT
噲﹐	PUNCT
亮起	VERB
來	VERB
了	PART
。	PUNCT
”	PUNCT


　　	SPACE
阿Ｑ	PROPN
照例	VERB
的	PART
發	VERB
了	PART
怒﹐	PUNCT
他	PRON
怒目	VERB
而	PART
視	VERB
了	PART
。	PUNCT


　　	SPACE
“	PUNCT
原來	ADV
有	VERB
保險	NOUN
燈	NOUN
在	VERB
這裡﹗	PRON
”	PUNCT
他	PRON
們並	PRON
不怕	VERB
。	PUNCT


　　	SPACE
阿Ｑ沒	PROPN
有	VERB
法﹐	PUNCT
祇	ADV
得	VERB
另外	ADV
想出	VERB
報復	VERB
的	PART
話來	NOUN
﹕	PUNCT
“	PUNCT
你	PRON
還	ADV
不	ADV
配	VERB
……	PUNCT
”	PUNCT
這時候	ADV
﹐	PUNCT
又	ADV
彷彿	ADV
在	VERB
他	PRON
頭	NOUN
上	PART
的	PART
是	VERB
一	NUM
種	NUM
高尚	ADJ
的	PART
光榮	ADJ
的	PART
癩頭	NOUN
瘡﹐	NOUN
並非	ADV
平常	ADJ
的	PART
癩頭	NOUN
瘡	NOUN
了	PART
﹔但	ADV
上文	NOUN
說過	VERB
﹐阿	PROPN
Ｑ	PROPN
是	VERB
有	VERB
見識	NOUN
的	PART
﹐	PUNCT
他	PRON
立刻	ADV
知道	VERB
和	ADP
〈	PUNCT
犯忌	NOUN
〉	PUNCT
有	VERB
點	NUM
抵觸	NOUN
﹐便	PUNCT
不	ADV
再	ADV
往底	ADV
下說	VERB
。	PUNCT


　　	SPACE
閒人	NOUN
還	ADV
不	ADV
完﹐	VERB
只	ADV
撩	VERB
他	PRON
﹐於	PUNCT
是	ADV
終而	ADV
至於	ADV
打	VERB
。	PUNCT
阿Ｑ	PROPN
在	ADP
形式	NOUN
上	PART
打敗	VERB
了	PART
﹐	PUNCT
被	X
人	NOUN
揪住	VERB
黃	ADJ
辮子	NOUN
﹐	PUNCT
在	ADP
壁上	NOUN
碰	VERB
了	PART
四五	NUM
個	NUM
響頭	NOUN
﹐閒人	NOUN
這才	ADV
心滿	VERB
意足	VERB
的	PART
得勝	VERB
的	PART
走	VERB
了	PART
﹐阿	PUNCT
Ｑ站	VERB
了	PART
一刻	ADV
﹐心	PUNCT
裡	PART
想	VERB
：	PUNCT
“	PUNCT
我	PRON
總算	ADV
被	X
兒子	NOUN
打	VERB
了	PART
﹐現	PUNCT
在	NOUN
的	PART
世界	NOUN
真	ADV
不	ADV
像	VERB
樣	NOUN
……	PUNCT
”	PUNCT
於是	ADV
也	ADV
心滿	VERB
意足	NOUN
的	PART
得勝	VERB
的	PART
走	VERB
了	PART
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
想	VERB
在	ADP
心裡	NOUN
的	PART
﹐後	ADV
來每	ADV
每	ADV
說	VERB
出口	VERB
來﹐	PUNCT
所以	ADV
凡有	ADV
和	ADP
阿Ｑ玩笑	PROPN
的	PART
人	NOUN
們﹐	PUNCT
幾乎	ADV
全	ADV
知道	VERB
他	PRON
有	VERB
這	DET
一	NUM
種	NUM
精神	NOUN
上	PART
的	PART
勝利法	NOUN
﹐此	ADV
後	ADV
每逢	ADV
揪住	VERB
他	PRON
黃	ADJ
辮子	NOUN
的	PART
時候	NOUN
﹐人	NOUN
就	ADV
先對	NOUN
他	PRON
說﹕	PUNCT
“	PUNCT
阿Ｑ	PROPN
﹐這	PRON
不是	PART
兒子	NOUN
打	VERB
老子	NOUN
﹐	PUNCT
是	VERB
人	NOUN
打	VERB
畜生	NOUN
。	PUNCT
自己	PRON
說﹕人	VERB
打畜	VERB
生﹗	VERB
”	PUNCT


　　	SPACE
阿Ｑ兩	PROPN
隻手	ADV
都	ADV
捏住	VERB
了	PART
自己	PRON
的	PART
辮根﹐歪	NOUN
著頭	VERB
﹐說	PUNCT
道﹕	PUNCT
“	PUNCT
打蟲	VERB
豸﹐	PUNCT
好不	VERB
好	VERB
﹖	PUNCT
我	PRON
是	VERB
蟲豸	NOUN
──	PUNCT
還	ADV
不	ADV
放	VERB
麼﹖	PUNCT
”	PUNCT


　　	SPACE
但	ADV
雖然	SCONJ
是	VERB
蟲豸	NOUN
﹐閒人	NOUN
也	ADV
並	ADV
不	ADV
放﹐	VERB
仍	ADV
舊	ADV
在	ADP
就近	ADV
什麼	DET
地方	NOUN
給	ADP
他	PRON
碰	VERB
了	PART
五六	NUM
個	NUM
響頭	NOUN
﹐這	PUNCT
才	ADV
心滿	NOUN
意足	NOUN
的	PART
得勝	VERB
的	PART
走	VERB
了	PART
﹐	PUNCT
他	PRON
以	VERB
為阿	VERB
Ｑ	PUNCT
這回	ADV
可	ADV
遭	VERB
了	PART
瘟	NOUN
。	PUNCT
然而	ADV
不	ADV
到	ADV
十	NUM
秒	NUM
鐘	NOUN
﹐阿	PROPN
Ｑ	PROPN
也	ADV
心滿	VERB
意足	NOUN
的	PART
得勝	VERB
的	PART
走	VERB
了	PART
﹐	PUNCT
他	PRON
覺得	VERB
他	PRON
是	VERB
第一	NUM
個	NUM
能	VERB
夠	VERB
自輕	VERB
自賤	VERB
的	PART
人	NOUN
﹐除	PUNCT
了	ADP
〈	PUNCT
自輕	VERB
自賤	VERB
〉	PUNCT
不	ADV
算	VERB
外﹐	PUNCT
餘下	VERB
的	PART
就是	ADV
〈	PUNCT
第一	NUM
個	NUM
〉	PUNCT
。	PUNCT
狀元	NOUN
〔	PUNCT
１９	NUM
〕	PUNCT
不	ADV
也	ADV
是	VERB
〈	PUNCT
第一	NUM
個	NUM
〉	PUNCT
麼﹖	PUNCT
“	PUNCT
你	PRON
算是	VERB
什麼	DET
東西	NOUN
”	PUNCT
呢	PART
季孤	PROPN


　　	SPACE
阿Ｑ以如是	PROPN
等等	PART
妙法	NOUN
克服	VERB
怨敵	NOUN
之後	PART
﹐便	PUNCT
愉快	VERB
的	PART
跑到	VERB
酒店	NOUN
裡喝	PART
幾碗	VERB
酒﹐	PUNCT
又	ADV
和	ADP
別人	PRON
調笑	VERB
一通	ADV
﹐口	NOUN
角	NOUN
一	NUM
通﹐	PUNCT
又	ADV
得	VERB
了	PART
勝﹐	NOUN
愉快	VERB
的	PART
回到	VERB
土谷	NOUN
祠﹐	NOUN
放倒	VERB
頭	NOUN
睡著	VERB
了	PART
。	PUNCT
假使	SCONJ
有	VERB
錢﹐	NOUN
他	PRON
便	ADV
去	VERB
押牌	VERB
寶〔	NOUN
２０	NUM
〕﹐	PUNCT
一	NUM
堆	NUM
人	NOUN
蹲	VERB
在	ADP
地面	NOUN
上	PART
﹐阿	PROPN
Ｑ	PROPN
即	ADV
汗流	NOUN
滿面	VERB
的	PART
夾	VERB
在	ADP
這中間	NOUN
。	PUNCT
聲音	NOUN
他	PRON
最	ADV
響﹕	PUNCT


　　	SPACE
“	PUNCT
青龍	NOUN
四百	NUM
﹗	PUNCT
”	PUNCT


　　	SPACE
“	PUNCT
咳開	VERB
啦	PART
﹗	PUNCT
”	PUNCT
樁家	NOUN
揭開	VERB
盒子	NOUN
蓋﹐	PUNCT
也	ADV
是	VERB
汗流	NOUN
滿面	VERB
的	PART
唱	VERB
。	PUNCT
“	PUNCT
天門	NOUN
啦	PART
角回	NOUN
啦﹗人	NOUN
和	CCONJ
穿堂	NOUN
空	ADV
在	VERB
那	PRON
裡	PRON
啦	PART
﹗	PUNCT
阿Ｑ	PROPN
的	PART
銅錢	NOUN
拿過	VERB
來﹗	PUNCT
”	PUNCT


　　	SPACE
“	PUNCT
穿堂	VERB
一百	NUM
──	PUNCT
一百五十	NUM
﹗	PUNCT
”	PUNCT


　　	SPACE
阿Ｑ	PROPN
的	PART
錢便	NOUN
在	ADP
這樣	PRON
的	PART
歌吟	NOUN
之下	PART
﹐	PUNCT
漸漸	ADV
的	PART
輸入	VERB
別個	DET
汗流	NOUN
滿面	VERB
的	PART
人物	NOUN
的	PART
腰間	NOUN
。	PUNCT
他	PRON
終於	ADV
只好	ADV
擠	VERB
出堆	VERB
外﹐	PUNCT
站在	VERB
後面	NOUN
看	VERB
﹐替	PUNCT
別人	NOUN
著急	VERB
﹐	PUNCT
一直	ADV
到	VERB
散場	VERB
﹐然	PUNCT
後	ADV
戀戀	VERB
的	PART
回到	VERB
土谷	NOUN
祠﹐	NOUN
第二	NUM
天	NUM
﹐	PUNCT
腫著	ADJ
眼睛	NOUN
去	VERB
工作	VERB
。	PUNCT


　　	SPACE
但	ADV
真	ADV
所	PART
謂	VERB
“	PUNCT
塞翁	NOUN
失馬	VERB
安知非福	VERB
”	PUNCT
〔	PUNCT
２１	NUM
〕	PUNCT
罷﹐	PUNCT
阿Ｑ不幸	PROPN
而	PART
贏	VERB
了	PART
一	NUM
回	NUM
﹐	PUNCT
他	PRON
倒	ADV
幾乎	ADV
失敗	VERB
了	PART
。	PUNCT


　　	SPACE
這	PRON
是	VERB
未	ADV
莊賽	VERB
神〔	NOUN
２２	NUM
〕	PUNCT
的	PART
晚上	NOUN
。	PUNCT
這	DET
晚上	NOUN
照例	NOUN
有	VERB
一	NUM
臺	NUM
戲﹐	NOUN
戲臺	NOUN
左近﹐	NOUN
也	ADV
照例	VERB
有	VERB
許	NUM
多	NUM
的	PART
賭攤	NOUN
。	PUNCT
做戲	VERB
的	PART
鑼鼓﹐	NOUN
在	ADP
阿Ｑ	PROPN
耳朵	NOUN
裡	PART
彷彿	ADV
在	VERB
十里	NOUN
之外	PART
﹔	PUNCT
他	PRON
只	ADV
聽	VERB
得	PART
樁家	NOUN
的	PART
歌唱	NOUN
了	PART
。	PUNCT
他	PRON
贏	VERB
而	CCONJ
又	ADV
贏﹐	VERB
銅錢	NOUN
變成	VERB
角洋	NOUN
﹐角洋	NOUN
變成	VERB
大洋﹐	NOUN
大洋	NOUN
又	ADV
成	VERB
了	PART
疊	NUM
。	PUNCT
他	PRON
興高	VERB
采烈	VERB
得	PART
非常	ADV
﹕	PUNCT
“	PUNCT
天門兩	NOUN
塊﹗	PUNCT
”	PUNCT


　　	SPACE
他	PRON
不	ADV
知道	VERB
誰	PRON
和	CCONJ
誰為	PRON
什麼	PRON
打起	VERB
架來	NOUN
了	PART
。	PUNCT
罵聲	NOUN
打聲	VERB
腳步	NOUN
聲﹐	NOUN
昏頭	VERB
昏腦	VERB
的	PART
一大	NUM
陣﹐	PUNCT
他	PRON
才	ADV
爬起	VERB
來﹐	PUNCT
賭攤	NOUN
不	ADV
見	VERB
了	PART
﹐人	PUNCT
們	PRON
也	ADV
不	ADV
見	VERB
了	PART
﹐身	NOUN
上	PART
有	VERB
幾處	NUM
很	ADV
似乎	ADV
有些	ADV
痛﹐	PUNCT
似乎	ADV
也	ADV
挨	VERB
了	PART
幾	NUM
拳幾	NUM
腳似	NOUN
的	PART
﹐幾	PUNCT
個人	NOUN
詫異	VERB
的	PART
對	ADP
他	PRON
看	VERB
。	PUNCT
他	PRON
如有所失	VERB
的	PART
走進	VERB
土谷祠	NOUN
﹐定	VERB
一定	ADV
神﹐	NOUN
知道	VERB
他	PRON
的	PART
一	NUM
堆	NUM
洋錢	NOUN
不	ADV
見	VERB
了	PART
。	PUNCT
趕	VERB
賽會	NOUN
的	PART
賭攤	NOUN
多	ADV
不是	PART
本村人	NOUN
﹐還	ADV
到	VERB
那	PRON
裡	PRON
去	VERB
尋	VERB
根柢	NOUN
呢	PART
﹖	PUNCT


　　	SPACE
很	ADV
白	VERB
很	ADV
亮	VERB
的	PART
一	NUM
堆	NUM
洋錢	NOUN
﹗	PUNCT
而且	ADV
是	VERB
他	PRON
的	PART
──	PUNCT
現	NOUN
在	NOUN
不	ADV
見	VERB
了	PART
﹗說	VERB
是	VERB
算	VERB
被	X
兒子	NOUN
拿去	VERB
了	PART
罷﹐	PUNCT
總還	ADV
是	VERB
忽忽	ADV
不	ADV
樂	VERB
﹔說	VERB
自己	PRON
是	VERB
蟲豸	NOUN
罷﹐	PUNCT
也	ADV
還	ADV
是	VERB
忽忽	ADV
不	ADV
樂﹕	PUNCT
他	PRON
這回	ADV
才	ADV
有些	ADV
感到	VERB
失敗	NOUN
的	PART
苦痛	NOUN
了	PART
。	PUNCT


　　	SPACE
但	ADV
他	PRON
立刻	ADV
轉敗	VERB
為勝	VERB
了	PART
。	PUNCT
他	PRON
擎起	VERB
右手	NOUN
﹐用力	ADV
的	PART
在	ADP
自己	PRON
臉上	NOUN
連打	VERB
了	PART
兩個	NUM
嘴巴	NOUN
﹐熱	PUNCT
剌剌	VERB
的	PART
有些	ADV
痛﹔	NOUN
打	VERB
完	VERB
之後	PART
﹐便心	ADV
平氣	ADV
和	CCONJ
起來	VERB
﹐	PUNCT
似乎	ADV
打的	VERB
是	VERB
自己	PRON
﹐	PUNCT
被	X
打的	VERB
是	VERB
別	DET
一	NUM
個	NUM
自己	PRON
﹐	PUNCT
不久	ADV
也	ADV
就	ADV
彷彿	ADV
是	VERB
自己	PRON
打	VERB
了	PART
別個	PRON
一般	VERB
﹐	PUNCT
──	PUNCT
雖然	SCONJ
還	ADV
有些	ADV
熱剌	NOUN
剌﹐	PUNCT
──	PUNCT
心滿	VERB
意足	VERB
的	PART
得勝	VERB
的	PART
躺下	VERB
了	PART
。	PUNCT


　　	SPACE
他	PRON
睡著	VERB
了	PART
。	PUNCT



	SPACE
第三	NUM
章	NUM
　	SPACE
續優	VERB
勝記	NOUN
略	NOUN


　　	SPACE
然而	ADV
阿Ｑ	PROPN
雖然	SCONJ
常	ADV
優勝	VERB
﹐卻	ADV
直待	VERB
蒙趙	PROPN
太	NOUN
爺	NOUN
打	VERB
他	PRON
嘴巴	NOUN
之後	PART
﹐這	PUNCT
才	ADV
出	VERB
了	PART
名	NOUN
。	PUNCT


　　	SPACE
他	PRON
付過	VERB
地保	NOUN
二百	NUM
文	NOUN
酒	NOUN
錢﹐	NOUN
憤憤	VERB
的	PART
躺下	VERB
了	PART
﹐	PUNCT
後來	ADV
想	VERB
﹕	PUNCT
“	PUNCT
現在	NOUN
的	PART
世界	NOUN
太	ADV
不成	VERB
話﹐	PUNCT
兒子	NOUN
打	VERB
老子	NOUN
……	PUNCT
”	PUNCT
於是	ADV
忽而	ADV
想到	VERB
趙	PROPN
太	NOUN
爺	NOUN
的	PART
威風	NOUN
﹐	PUNCT
而	ADV
現在	NOUN
是	VERB
他	PRON
的	PART
兒子	NOUN
了	PART
﹐便	ADV
自己	PRON
也	ADV
漸漸	ADV
的	PART
得意	VERB
起來	VERB
﹐爬	PUNCT
起身	VERB
﹐	PUNCT
唱著	VERB
《	PUNCT
小	ADJ
孤孀	NOUN
上	VERB
墳	NOUN
》	PUNCT
〔	PUNCT
２３	NUM
〕	PUNCT
到	VERB
酒店	NOUN
去	VERB
。	PUNCT
這時	ADV
候﹐	PUNCT
他	PRON
又	ADV
覺	VERB
得	VERB
趙	PROPN
太	NOUN
爺	NOUN
高人一等	VERB
了	PART
。	PUNCT


　　	SPACE
說	VERB
也	ADV
奇怪	VERB
﹐	PUNCT
從此之後﹐	ADV
果然	ADV
大家	PRON
也	ADV
彷彿	ADV
格外	ADV
尊敬	VERB
他	PRON
。	PUNCT
這	PRON
在	ADP
阿Ｑ﹐	NOUN
或者	CCONJ
以為	ADV
因為	ADP
他	PRON
是	VERB
趙	PROPN
太	NOUN
爺	NOUN
的	PART
父親	NOUN
﹐而其實	ADV
也	ADV
不然	VERB
。	PUNCT
未	ADV
莊	VERB
通例	NOUN
﹐倘	PUNCT
如	SCONJ
阿七	PROPN
打	VERB
阿八﹐	NOUN
或者	CCONJ
李四	PROPN
打張	VERB
三	NUM
﹐向	PUNCT
來本	ADV
不	ADV
算	VERB
一	NUM
件	NUM
事	NOUN
﹐必	VERB
須與	VERB
一	NUM
位	NUM
名人	NOUN
如趙	SCONJ
太爺者	NOUN
相關	VERB
﹐這	PUNCT
才	ADV
載上	VERB
他們	PRON
的	PART
口碑	NOUN
。	PUNCT
一	ADV
上	VERB
口碑	NOUN
﹐則	PUNCT
打的	VERB
既有	VERB
名﹐	NOUN
被	X
打的	VERB
也	ADV
就	ADV
託庇	VERB
有	VERB
了	PART
名	NOUN
。	PUNCT
至	ADP
於錯	ADV
在	VERB
阿Ｑ﹐	NOUN
那	ADV
自然	ADV
是	VERB
不	ADV
必說	VERB
。	PUNCT
所以者	NOUN
何﹖	PUNCT
就	ADV
因	ADP
為趙	ADP
太	NOUN
爺	NOUN
是	VERB
不	ADV
會錯	VERB
的	PART
。	PUNCT
但	ADV
他	PRON
既然	SCONJ
錯﹐	PUNCT
為	ADV
什麼	PRON
大家	PRON
又	ADV
彷佛	ADV
格外	ADV
尊敬	VERB
他	PRON
呢	PART
﹖這	PRON
可	ADV
難解	VERB
﹐	PUNCT
穿鑿	VERB
起來	VERB
說﹐	VERB
或者	CCONJ
因	ADP
為阿	ADP
Ｑ說	PROPN
是	VERB
趙	PROPN
太	NOUN
爺	NOUN
的	PART
本家	NOUN
﹐雖	PUNCT
然挨	VERB
了	PART
打﹐	PUNCT
大家	PRON
也	ADV
還怕	ADV
有些	ADV
真	ADV
﹐總	PUNCT
不如	ADV
尊敬	VERB
一些	NUM
穩當	NOUN
。	PUNCT
否則	ADV
﹐	PUNCT
也	ADV
如孔	VERB
廟裡	NOUN
的	PART
太	NOUN
牢〔	NOUN
２４	NUM
〕	PUNCT
一般	VERB
﹐	PUNCT
雖然	SCONJ
與豬	ADP
羊	NOUN
一	VERB
樣	VERB
﹐同	PUNCT
是	VERB
畜生	NOUN
﹐但	ADV
既	SCONJ
經聖人	NOUN
下箸	VERB
﹐先	PUNCT
儒們	NOUN
便	ADV
不	ADV
敢	VERB
妄動	VERB
了	PART
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
此	ADV
後	PART
倒	ADV
得意	VERB
了	PART
許	NUM
多年	ADV
。	PUNCT


　　	SPACE
有	VERB
一	NUM
年	NUM
的	PART
春天	NOUN
﹐	PUNCT
他	PRON
醉醺醺	VERB
的	PART
在	ADP
街上	NOUN
走﹐	PUNCT
在	ADP
牆根	NOUN
的	PART
日光	NOUN
下﹐	PUNCT
看見	VERB
王胡	PROPN
在	ADP
那	PRON
裡	PART
赤著	ADV
膊捉	VERB
虱子	NOUN
﹐	PUNCT
他	PRON
忽然	ADV
覺	VERB
得	VERB
身上	NOUN
也	ADV
癢起	VERB
來	VERB
了	PART
。	PUNCT
這王	PRON
胡﹐	NOUN
又	ADV
癩	NOUN
又	ADV
胡﹐別人	NOUN
都	ADV
叫	VERB
他	PRON
王癩	NOUN
胡﹐	PUNCT
阿Ｑ	PROPN
卻刪	VERB
去	VERB
了	PART
一	NUM
個	NUM
癩字	NOUN
﹐然而	ADV
非常	ADV
渺視	VERB
他	PRON
。	PUNCT
阿Ｑ	PROPN
的	PART
意思	NOUN
﹐	PUNCT
以	VERB
為癩	VERB
是	VERB
不足為奇	VERB
的	PART
﹐	PUNCT
只有	ADV
這	DET
一	NUM
部	NUM
絡腮	VERB
鬍子	NOUN
﹐實	ADV
在	ADV
太	ADV
新	VERB
奇﹐	VERB
令	VERB
人	NOUN
看不上眼	VERB
。	PUNCT
他	PRON
於是	ADV
並排	ADV
坐	VERB
下去	VERB
了	PART
。	PUNCT
倘	SCONJ
是	VERB
別	DET
的	PART
閒人	NOUN
們	PRON
﹐阿	PUNCT
Ｑ本	PROPN
不	ADV
敢	VERB
大意	VERB
坐	VERB
下去	VERB
。	PUNCT
但	ADV
這王	PRON
胡旁	NOUN
邊﹐	PUNCT
他	PRON
有	VERB
什麼	PRON
怕	VERB
呢	PART
﹖	PUNCT
老實	NOUN
說﹕	VERB
他	PRON
肯	VERB
坐	VERB
下去	VERB
﹐簡	PUNCT
直還	ADV
是	VERB
抬舉	VERB
他	PRON
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
也	ADV
脫下	VERB
破夾	VERB
襖	VERB
來﹐	VERB
翻檢	VERB
了	PART
一	NUM
回	NUM
﹐	PUNCT
不	ADV
知道	VERB
因為	ADP
新	ADV
洗	VERB
呢	PART
還	CCONJ
是	VERB
因	ADP
為	ADP
粗心	NOUN
﹐許	PUNCT
多	NUM
工	NOUN
夫﹐	NOUN
只	ADV
捉	VERB
到	VERB
三四	NUM
個	NUM
。	PUNCT
他	PRON
看	VERB
那	DET
王	PROPN
胡﹐卻	PUNCT
是	VERB
一	NUM
個	NUM
又	ADV
一	NUM
個	NUM
﹐	PUNCT
兩個	NUM
又	ADV
三	NUM
個﹐	PUNCT
只	ADV
放	VERB
在	ADP
嘴裡	NOUN
畢畢	ADV
剝剝	VERB
的	PART
響	VERB
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
最初	ADV
是	VERB
失望	VERB
﹐後	ADV
來卻	VERB
不平	VERB
了	PART
﹕	PUNCT
看不上眼	VERB
的	PART
王胡尚	PROPN
且	ADV
那	ADV
麼	ADV
多	VERB
﹐	PUNCT
自己	PRON
倒	ADV
反這	VERB
樣少	NOUN
﹐這	PUNCT
是	VERB
怎樣	ADJ
的	PART
大失	VERB
體統	NOUN
的	PART
事呵	NOUN
﹗	PUNCT
他	PRON
很	ADV
想	VERB
尋	VERB
一	NUM
兩	NUM
個	NUM
大	ADJ
的	PART
﹐然	PUNCT
而	ADV
竟	ADV
沒有	VERB
﹐好	ADV
容易	VERB
才	ADV
捉到	VERB
一	NUM
個	NUM
中	ADJ
的	PART
﹐恨	PUNCT
恨	VERB
的	PART
塞	VERB
在	ADP
厚	ADJ
嘴唇	NOUN
裡﹐	PUNCT
狠命	ADV
一	ADV
咬	VERB
﹐劈	PUNCT
的	PART
一	NUM
聲	NUM
﹐	PUNCT
又	ADV
不及	VERB
王胡響	PROPN
。	PUNCT
他	PRON
癩瘡	NOUN
疤塊	NOUN
塊	NOUN
通紅	VERB
了	PART
﹐將	PUNCT
衣服	NOUN
摔	VERB
在	ADP
地上	NOUN
﹐吐	PUNCT
一	NUM
口	NUM
唾沫	NOUN
﹐說	PUNCT
﹕	PUNCT
“	PUNCT
這毛	DET
蟲﹗	NOUN
”	PUNCT


　　	SPACE
“	PUNCT
癩皮	PUNCT
狗﹐	NOUN
你	PRON
罵	VERB
誰﹖	PRON
”	PUNCT
王胡輕蔑	PROPN
的	PART
抬起	VERB
眼來說	NOUN
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
近來	ADV
雖然	SCONJ
比較	ADV
的	PART
受	VERB
人	NOUN
尊敬	VERB
﹐	PUNCT
自己	PRON
也	ADV
更	ADV
高	VERB
傲些	VERB
﹐但	ADV
和	ADP
那些	DET
打慣	VERB
的	PART
閒人	NOUN
們見	PRON
面還	VERB
膽怯	VERB
﹐獨	ADV
有	VERB
這	DET
回卻	NOUN
非常	ADV
武勇	VERB
了	PART
。	PUNCT
這樣	PRON
滿臉	ADJ
鬍子	NOUN
的	PART
東西﹐	NOUN
也	ADV
敢	VERB
出言	VERB
無狀	ADV
麼﹖	PUNCT


　　	SPACE
“	PUNCT
誰認	PRON
便罵	VERB
誰﹗	PUNCT
”	PUNCT
他	PRON
站	VERB
起來	VERB
﹐兩	NUM
手叉	NOUN
在	ADP
腰間	NOUN
說	VERB
。	PUNCT


　　	SPACE
“	PUNCT
你	PRON
的	PART
骨頭	NOUN
癢	VERB
了	PART
麼﹖	PUNCT
”	PUNCT
王胡	PROPN
也	ADV
站起	VERB
來﹐	PUNCT
披上	VERB
衣服	NOUN
說	VERB
。	PUNCT


　　	SPACE
阿Ｑ以為	PROPN
他	PRON
要	VERB
逃	VERB
了	PART
﹐搶	PUNCT
進去	VERB
就是	ADV
一	NUM
拳	NOUN
。	PUNCT
這拳	DET
頭還	NOUN
未	ADV
達	VERB
到	VERB
身上	NOUN
﹐	PUNCT
已	ADV
經	ADV
被	X
他	PRON
抓住	VERB
了	PART
﹐	PUNCT
只	ADV
一	ADV
拉	VERB
﹐阿	PROPN
Ｑ	NOUN
蹌蹌	NOUN
踉踉	VERB
的	PART
跌進	VERB
去	VERB
﹐	PUNCT
立刻	ADV
又	ADV
被	X
王胡	PROPN
扭住	VERB
了	PART
辮子	NOUN
﹐	PUNCT
要	VERB
拉到	VERB
牆上	NOUN
照例	VERB
去	PART
碰頭	VERB
。	PUNCT
“	PUNCT
君子	NOUN
動口	VERB
不	ADV
動	VERB
手﹗	PUNCT
”	PUNCT
阿Ｑ歪著	PROPN
頭說	NOUN
。	PUNCT


　　	SPACE
王胡	PROPN
似乎	ADV
不是	ADV
君子	NOUN
﹐並	PUNCT
不	ADV
理會	VERB
﹐	PUNCT
一	ADV
連給	ADV
他	PRON
碰	VERB
了	PART
五下	NUM
﹐	PUNCT
又	ADV
用力	VERB
的	PART
一	ADV
推﹐	VERB
至	ADP
於阿	PROPN
Ｑ	PROPN
跌出	VERB
六	NUM
尺	NUM
多	ADV
遠	VERB
﹐這	PRON
才	ADV
滿足	VERB
的	PART
去	VERB
了	PART
。	PUNCT


　　	SPACE
在	ADP
阿Ｑ	PROPN
的	PART
記憶	NOUN
上	PART
﹐這	PUNCT
大約	ADV
要	VERB
算是	VERB
生平	NOUN
第一	NUM
件	NUM
的	PART
屈辱	NOUN
﹐因	PUNCT
為王	ADP
胡以	ADV
絡腮	VERB
鬍子	NOUN
的	PART
缺點	NOUN
﹐	PUNCT
向	ADV
來	ADV
只	ADV
被	X
他	PRON
奚落﹐	VERB
從沒	ADV
有	VERB
奚落	VERB
他	PRON
﹐	PUNCT
更	ADV
不	ADV
必說	ADV
動手	VERB
了	PART
。	PUNCT
而	ADV
他	PRON
現	NOUN
在	ADV
竟動	VERB
手﹐	PUNCT
很	ADV
意外	VERB
﹐	PUNCT
難道	ADV
真	ADV
如	ADP
市	NOUN
上	PART
所	PART
說﹐	PUNCT
皇帝	PROPN
已	ADV
經停	VERB
了	PART
考〔	NOUN
２５	NUM
〕﹐	PUNCT
不要	ADV
秀才	VERB
和	CCONJ
舉人	VERB
了	PART
﹐	PUNCT
因此	ADV
趙	PROPN
家減	NOUN
了	PART
威風	NOUN
﹐	PUNCT
因此	ADV
他們	PRON
也	ADV
便	ADV
小覷	VERB
了	PART
他	PRON
麼﹖	PUNCT


　　	SPACE
阿Ｑ無	PROPN
可	VERB
適從	VERB
的	PART
站著	VERB
。	PUNCT


　　	SPACE
遠遠	ADV
的	PART
走來	VERB
了	PART
一	NUM
個	NUM
人	NOUN
﹐	PUNCT
他	PRON
的	PART
對頭	NOUN
又	ADV
到	VERB
了	PART
。	PUNCT
這	PRON
也	ADV
是	VERB
阿Ｑ	PROPN
最	ADV
厭惡	VERB
的	PART
一	NUM
個	NUM
人﹐	NOUN
就是	ADV
錢	PROPN
太	NOUN
爺	NOUN
的	PART
大	ADJ
兒子	NOUN
。	PUNCT
他	PRON
先前	ADV
跑上	VERB
